Molecule_ChEMBL_ID,Standard_Value,Smiles_x,molecule_class,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles_y
CHEMBL1084944,66.0,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,active,0.0,254.29,2.0,2.0,3.55,47.29,4.0,1.0,0.0,3.0,N,0.78,2.39,2.38,3.0,MOL,-1.0,19.0,4.0,1.0,0.0,254.1055,NEUTRAL,C15H14N2O2,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1
CHEMBL4112589,66.0,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,active,0.0,430.34,3.0,3.0,2.58,128.51,7.0,3.0,0.0,4.0,N,0.64,2.82,2.82,2.0,MOL,-1.0,30.0,8.0,5.0,0.0,430.1177,NEUTRAL,C17H15F5N6O2,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL3629737,66.6,CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,active,0.0,498.98,3.0,5.0,5.25,61.83,5.0,0.0,1.0,2.0,N,0.57,4.67,4.67,2.0,MOL,-1.0,33.0,5.0,0.0,1.0,498.1079,NEUTRAL,C24H25ClF2O5S,CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1
CHEMBL3403819,68.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,717.04,3.0,5.0,5.35,93.09,9.0,2.0,2.0,10.0,N,0.31,4.9,4.78,0.0,MOL,-1.0,51.0,9.0,2.0,2.0,716.534,NEUTRAL,C42H72N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL4110497,70.0,COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,active,0.0,439.4,3.0,3.0,1.23,150.63,9.0,3.0,0.0,6.0,N,0.61,2.0,2.0,2.0,MOL,-1.0,31.0,10.0,5.0,0.0,439.158,NEUTRAL,C18H20F3N7O3,COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1
CHEMBL524141,70.0,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,active,0.0,293.37,1.0,1.0,4.68,25.61,3.0,0.0,0.0,4.0,N,0.7,4.34,4.34,3.0,MOL,-1.0,22.0,3.0,0.0,0.0,293.1416,NEUTRAL,C19H19NO2,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1
CHEMBL3797646,71.28,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,active,0.0,404.47,4.0,4.0,3.85,77.52,5.0,1.0,0.0,6.0,N,0.63,4.0,3.98,3.0,MOL,-1.0,30.0,6.0,1.0,0.0,404.1736,NEUTRAL,C24H24N2O4,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL231250,73.0,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,active,0.0,532.11,3.0,5.0,4.94,70.16,5.0,0.0,1.0,5.0,N,0.55,4.57,2.51,2.0,MOL,-1.0,36.0,7.0,0.0,1.0,531.1959,BASE,C27H34ClN3O4S,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL1082546,74.0,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,active,0.0,257.32,2.0,2.0,3.11,58.04,5.0,2.0,0.0,2.0,N,0.74,2.68,2.67,3.0,MOL,-1.0,18.0,4.0,2.0,0.0,257.0623,NEUTRAL,C13H11N3OS,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1
CHEMBL208230,74.0,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O,active,0.0,513.73,1.0,1.0,4.06,107.77,5.0,3.0,1.0,12.0,N,0.39,3.68,3.68,1.0,MOL,-1.0,37.0,8.0,4.0,1.0,513.3679,NEUTRAL,C29H47N5O3,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O
CHEMBL1744464,75.0,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,0.0,268.31,2.0,2.0,2.06,75.28,6.0,1.0,0.0,2.0,N,0.76,1.9,1.89,3.0,MOL,-1.0,19.0,6.0,1.0,0.0,256.096,NEUTRAL,C13H12N4O2,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H]
CHEMBL3797623,77.45,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,active,0.0,408.89,4.0,4.0,4.49,68.29,4.0,1.0,0.0,5.0,N,0.63,4.76,4.75,3.0,MOL,-1.0,29.0,5.0,1.0,0.0,408.1241,NEUTRAL,C23H21ClN2O3,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL3672721,78.0,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,active,0.0,390.33,2.0,2.0,3.96,59.97,4.0,1.0,0.0,1.0,N,0.79,4.47,4.47,1.0,MOL,-1.0,24.0,4.0,2.0,0.0,389.1103,NEUTRAL,C19H24BrN3O,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1
CHEMBL3942223,79.0,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,active,0.0,552.45,1.0,1.0,5.7,78.9,6.0,0.0,2.0,2.0,N,0.35,3.98,3.98,2.0,MOL,-1.0,36.0,6.0,0.0,2.0,552.0795,NEUTRAL,C23H22F5O6PS,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1
CHEMBL523824,80.0,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,active,0.0,279.34,1.0,1.0,4.65,34.4,3.0,1.0,0.0,4.0,N,0.75,3.71,3.71,3.0,MOL,-1.0,21.0,3.0,1.0,0.0,279.1259,NEUTRAL,C18H17NO2,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1
CHEMBL3672724,80.0,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,active,0.0,442.56,2.0,2.0,4.74,92.99,6.0,1.0,0.0,3.0,N,0.74,5.05,5.05,2.0,MOL,-1.0,33.0,6.0,2.0,0.0,442.2369,NEUTRAL,C27H30N4O2,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1
CHEMBL1082545,81.0,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,active,0.0,285.37,2.0,2.0,3.43,38.25,5.0,0.0,0.0,3.0,N,0.74,3.47,3.46,3.0,MOL,-1.0,20.0,4.0,0.0,0.0,285.0936,NEUTRAL,C15H15N3OS,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1
CHEMBL236191,81.0,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,active,0.0,529.65,3.0,3.0,3.34,90.39,6.0,1.0,1.0,7.0,N,0.58,3.27,3.02,1.0,MOL,-1.0,36.0,8.0,1.0,1.0,529.2422,NEUTRAL,C25H37F2N3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1
CHEMBL3672727,81.0,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,active,0.0,426.56,2.0,2.0,4.63,72.86,5.0,1.0,0.0,2.0,N,0.71,5.12,5.12,2.0,MOL,-1.0,32.0,5.0,2.0,0.0,426.242,NEUTRAL,C27H30N4O,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1
CHEMBL4107875,81.0,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,active,0.0,467.84,3.0,3.0,2.71,111.72,7.0,2.0,0.0,4.0,N,0.67,3.56,3.56,2.0,MOL,-1.0,32.0,8.0,3.0,0.0,467.0972,NEUTRAL,C20H17ClF3N5O3,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1
CHEMBL4111654,82.0,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,active,0.0,409.37,3.0,3.0,2.38,111.72,7.0,2.0,0.0,4.0,N,0.8,2.96,2.96,2.0,MOL,-1.0,29.0,8.0,3.0,0.0,409.1362,NEUTRAL,C18H18F3N5O3,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1
CHEMBL1744463,85.0,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,0.0,267.33,2.0,2.0,2.66,62.39,5.0,1.0,0.0,2.0,N,0.76,2.53,2.51,3.0,MOL,-1.0,19.0,5.0,1.0,0.0,255.1008,NEUTRAL,C14H13N3O2,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H]
CHEMBL1087548,85.0,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,active,0.0,284.34,2.0,2.0,2.5,80.9,5.0,2.0,0.0,3.0,N,0.77,1.84,1.83,3.0,MOL,-1.0,20.0,5.0,3.0,0.0,284.0732,NEUTRAL,C14H12N4OS,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1
CHEMBL3403826,86.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,745.1,7.0,15.0,5.72,104.09,9.0,3.0,2.0,10.0,N,0.26,4.94,3.67,0.0,MOL,-1.0,53.0,9.0,3.0,2.0,744.5653,BASE,C44H76N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL231544,86.0,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active,0.0,517.05,1.0,1.0,4.64,93.53,6.0,1.0,1.0,10.0,N,0.4,4.02,3.95,3.0,MOL,-1.0,35.0,8.0,1.0,1.0,516.1598,NEUTRAL,C25H29ClN4O4S,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL3403825,86.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,731.07,3.0,5.0,5.6,93.09,9.0,2.0,2.0,11.0,N,0.28,4.89,4.09,0.0,MOL,-1.0,52.0,9.0,2.0,2.0,730.5496,NEUTRAL,C43H74N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL4109969,88.0,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,active,0.0,398.32,3.0,3.0,1.78,128.51,7.0,3.0,0.0,3.0,N,0.68,2.57,2.57,2.0,MOL,-1.0,28.0,8.0,5.0,0.0,398.1114,NEUTRAL,C16H14F4N6O2,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4106556,88.0,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,active,0.0,399.76,3.0,3.0,2.72,102.49,6.0,2.0,0.0,3.0,N,0.83,3.21,3.21,2.0,MOL,-1.0,27.0,7.0,3.0,0.0,399.071,NEUTRAL,C16H13ClF3N5O2,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL2207069,91.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,603.89,12.0,14.0,5.31,89.41,7.0,3.0,2.0,6.0,N,0.38,4.65,4.17,0.0,MOL,-1.0,43.0,7.0,3.0,2.0,603.4499,NEUTRAL,C36H61NO6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3672731,92.0,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,active,0.0,446.98,2.0,2.0,5.38,83.76,5.0,1.0,1.0,2.0,N,0.67,5.81,5.81,2.0,MOL,-1.0,32.0,5.0,2.0,1.0,446.1873,NEUTRAL,C26H27ClN4O,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1
CHEMBL3286981,93.0,COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O,active,0.0,381.41,2.0,2.0,2.09,85.95,8.0,1.0,0.0,4.0,N,0.58,2.47,2.47,4.0,MOL,-1.0,27.0,7.0,1.0,0.0,381.0783,NEUTRAL,C19H15N3O4S,COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O
CHEMBL3672688,96.0,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,active,0.0,362.27,2.0,2.0,2.91,70.97,4.0,2.0,0.0,0.0,N,0.75,3.38,3.38,1.0,MOL,-1.0,22.0,4.0,3.0,0.0,361.079,NEUTRAL,C17H20BrN3O,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1
CHEMBL2048307,98.0,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,active,0.0,275.31,1.0,1.0,3.24,58.04,5.0,2.0,0.0,2.0,N,0.75,2.83,2.82,3.0,MOL,-1.0,19.0,4.0,2.0,0.0,275.0529,NEUTRAL,C13H10FN3OS,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F
CHEMBL2206993,100.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,658.97,9.0,10.0,4.99,92.65,8.0,3.0,1.0,7.0,N,0.35,4.56,2.49,0.0,MOL,-1.0,47.0,8.0,3.0,1.0,658.4921,BASE,C39H66N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL2206994,100.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,672.99,14.0,54.0,5.33,83.86,8.0,2.0,2.0,7.0,N,0.38,4.94,4.81,0.0,MOL,-1.0,48.0,8.0,2.0,2.0,672.5077,NEUTRAL,C40H68N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL245688,100.0,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,active,0.0,453.33,1.0,1.0,6.22,58.92,4.0,2.0,1.0,6.0,N,0.44,6.5,6.49,3.0,MOL,-1.0,29.0,4.0,2.0,1.0,452.0623,NEUTRAL,C24H21BrO4,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O
CHEMBL177126,100.0,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,0.0,516.46,18.0,53.0,1.03,211.28,11.0,7.0,3.0,7.0,N,0.16,2.16,-1.28,2.0,MOL,-1.0,37.0,12.0,7.0,3.0,516.1268,ACID,C25H24O12,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
CHEMBL3667035,100.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,active,0.0,391.35,1.0,1.0,4.07,76.49,5.0,1.0,0.0,7.0,N,0.57,4.25,4.24,2.0,MOL,-1.0,28.0,5.0,1.0,0.0,391.1031,NEUTRAL,C20H16F3NO4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O
CHEMBL2203380,102.0,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,active,0.0,244.23,3.0,3.0,2.47,63.84,5.0,1.0,0.0,2.0,N,0.7,1.88,1.88,3.0,MOL,-1.0,18.0,5.0,1.0,0.0,244.076,NEUTRAL,C12H9FN4O,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1
CHEMBL236196,104.0,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,active,0.0,471.02,2.0,2.0,3.79,87.15,5.0,1.0,0.0,4.0,N,0.72,3.05,3.05,1.0,MOL,-1.0,31.0,7.0,1.0,0.0,470.1642,NEUTRAL,C22H31ClN2O5S,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1
CHEMBL3403816,110.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,701.05,7.0,20.0,6.11,83.86,8.0,2.0,2.0,8.0,N,0.31,5.72,5.39,0.0,MOL,-1.0,50.0,8.0,2.0,2.0,700.539,NEUTRAL,C42H72N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL2207050,110.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,687.02,9.0,10.0,5.73,83.86,8.0,2.0,2.0,9.0,N,0.32,4.94,4.32,0.0,MOL,-1.0,49.0,8.0,2.0,2.0,686.5234,NEUTRAL,C41H70N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3403822,110.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,715.07,3.0,5.0,6.36,83.86,8.0,2.0,2.0,9.0,N,0.29,5.71,4.37,0.0,MOL,-1.0,51.0,8.0,2.0,2.0,714.5547,BASE,C43H74N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL236187,115.0,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,active,0.0,521.7,3.0,4.0,4.77,70.16,5.0,0.0,1.0,6.0,N,0.54,4.15,2.09,1.0,MOL,-1.0,36.0,7.0,0.0,1.0,521.2724,BASE,C27H40FN3O4S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1
CHEMBL3672719,118.0,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,active,0.0,351.4,2.0,2.0,4.34,50.74,3.0,1.0,0.0,1.0,N,0.82,5.04,5.04,2.0,MOL,-1.0,26.0,3.0,2.0,0.0,351.1547,NEUTRAL,C21H19F2N3,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1
CHEMBL231449,120.0,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active,0.0,546.13,1.0,1.0,5.32,70.16,5.0,0.0,2.0,6.0,N,0.49,5.39,4.63,2.0,MOL,-1.0,37.0,7.0,0.0,2.0,545.2115,NEUTRAL,C28H36ClN3O4S,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1
CHEMBL3403827,120.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,717.04,3.0,5.0,4.94,104.09,9.0,3.0,1.0,10.0,N,0.29,4.25,3.51,0.0,MOL,-1.0,51.0,9.0,3.0,1.0,716.534,NEUTRAL,C42H72N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3403820,120.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,731.07,3.0,5.0,5.47,104.09,9.0,3.0,2.0,9.0,N,0.29,4.95,4.64,0.0,MOL,-1.0,52.0,9.0,3.0,2.0,730.5496,NEUTRAL,C43H74N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3403817,120.0,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,0.0,713.06,7.0,15.0,6.26,83.86,8.0,2.0,2.0,8.0,N,0.31,5.85,5.53,0.0,MOL,-1.0,51.0,8.0,2.0,2.0,712.539,NEUTRAL,C43H72N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3286989,123.0,COc1cc(/C=c2\sc3nc(-c4cccc(C(F)(F)F)c4)cn3c2=O)cc(Cl)c1O,active,0.0,452.84,2.0,2.0,4.36,63.83,6.0,1.0,0.0,3.0,N,0.5,5.33,5.28,4.0,MOL,-1.0,30.0,5.0,1.0,0.0,452.0209,NEUTRAL,C20H12ClF3N2O3S,COc1cc(/C=c2\sc3nc(-c4cccc(C(F)(F)F)c4)cn3c2=O)cc(Cl)c1O
